"ID","O_C_ratio","H_C_ratio","N_C_ratio","KMD","M_kmd_z","Neutral_Mass","DBE"
22018,0.588235294,1,0.0588235294117647,0.356,0.032363636,395.0854039,10
22025,0.35,1.45,0.05,0.247,0.022454545,395.1945789,7
14032,0.6875,0.9375,0.0625,0.379,0.042111111,397.0643796,10
22033,0.588235294,1.117647059,0.0588235294117647,0.342,0.038,397.1009586,9
22035,0.5,1.277777778,0.0555555555555556,0.306,0.034,397.1373195,8
22037,0.421052632,1.421052632,0.0526315789473684,0.27,0.03,397.1735025,7
17986,0.35,1.55,0.05,0.233,0.025888889,397.2100807,6
19800,0.6875,1.0625,0.0625,0.365,0.052142857,399.0802926,9
22044,0.588235294,1.235294118,0.0588235294117647,0.329,0.047,399.116478,8
22046,0.5,1.388888889,0.0555555555555556,0.293,0.041857143,399.1528834,7
3917,0.473684211,0.789473684,0.0526315789473684,0.373,0.0746,401.074761,13
22054,0.6875,1.1875,0.0625,0.352,0.0704,401.0958429,8
18516,0.4,0.95,0.05,0.337,0.0674,401.1110513,12
22861,0.588235294,1.352941176,0.0588235294117647,0.316,0.0632,401.1321695,7
22057,0.5,1.5,0.0555555555555556,0.279,0.0558,401.1686482,6
6413,0.272727273,1.227272727,0.0454545454545455,0.264,0.0528,401.1838161,10
16284,0.421052632,1.631578947,0.0526315789473684,0.243,0.0486,401.2050492,5
13111,0.8,1.133333333,0.0666666666666667,0.375,0.125,403.0750751,8
19137,0.473684211,0.894736842,0.0526315789473684,0.36,0.12,403.0903388,12
22066,0.6875,1.3125,0.0625,0.339,0.113,403.1114704,7
22068,0.4,1.05,0.05,0.323,0.107666667,403.1266591,11
21050,0.588235294,1.470588235,0.0588235294117647,0.302,0.100666667,403.1478579,6
22070,0.333333333,1.19047619,0.0476190476190476,0.287,0.095666667,403.1630567,10
17691,0.5,1.611111111,0.0555555555555556,0.266,0.088666667,403.1843169,5
18517,0.272727273,1.318181818,0.0454545454545455,0.251,0.083666667,403.1994773,9
18250,0.555555556,0.833333333,0.0555555555555556,0.383,0.383,405.0695943,12
17276,0.8,1.266666667,0.0666666666666667,0.361,0.361,405.0908398,7
22079,0.473684211,1,0.0526315789473684,0.346,0.346,405.1060165,11
17440,0.6875,1.4375,0.0625,0.325,0.325,405.1272268,6
22080,0.4,1.15,0.05,0.31,0.31,405.1423613,10
17371,0.588235294,1.588235294,0.0588235294117647,0.289,0.289,405.1635721,5
22083,0.333333333,1.285714286,0.0476190476190476,0.274,0.274,405.1787161,9
15492,0.5,1.722222222,0.0555555555555556,0.253,0.253,405.199836,4
18251,0.272727273,1.409090909,0.0454545454545455,0.237,0.237,405.215112,8
19815,0.555555556,0.944444444,0.0555555555555556,0.369,0.028384615,407.0852478,11
22089,0.473684211,1.105263158,0.0526315789473684,0.333,0.025615385,407.1215963,10
15829,0.6875,1.5625,0.0625,0.312,0.024,407.1428768,5
22091,0.4,1.25,0.05,0.297,0.022846154,407.1579829,9
12593,0.588235294,1.705882353,0.0588235294117647,0.275,0.021153846,407.179166,4
22093,0.333333333,1.380952381,0.0476190476190476,0.26,0.02,407.1944354,8
13888,0.647058824,0.882352941,0.0588235294117647,0.392,0.035636364,409.0645287,11
22102,0.555555556,1.055555556,0.0555555555555556,0.356,0.032363636,409.1008743,10
22104,0.473684211,1.210526316,0.0526315789473684,0.32,0.029090909,409.1372213,9
22107,0.4,1.35,0.05,0.283,0.025727273,409.1736037,8
18665,0.333333333,1.476190476,0.0476190476190476,0.247,0.022454545,409.2100684,7
19818,0.647058824,1,0.0588235294117647,0.379,0.042111111,411.0801715,10
22115,0.555555556,1.166666667,0.0555555555555556,0.343,0.038111111,411.1165548,9
22117,0.473684211,1.315789474,0.0526315789473684,0.306,0.034,411.1529175,8
22119,0.4,1.45,0.05,0.27,0.03,411.1893067,7
8448,0.333333333,1.571428571,0.0476190476190476,0.233,0.025888889,411.225871,6
22125,0.647058824,1.117647059,0.0588235294117647,0.365,0.052142857,413.0958288,9
22127,0.555555556,1.277777778,0.0555555555555556,0.329,0.047,413.1321279,8
22129,0.473684211,1.421052632,0.0526315789473684,0.293,0.041857143,413.1685487,7
18947,0.4,1.55,0.05,0.256,0.036571429,413.2049665,6
5058,0.75,1.0625,0.0625,0.388,0.0776,415.0750622,9
3922,0.45,0.85,0.05,0.373,0.0746,415.0903148,13
22137,0.647058824,1.235294118,0.0588235294117647,0.352,0.0704,415.1114406,8
14597,0.380952381,1,0.0476190476190476,0.337,0.0674,415.1266368,12
22139,0.555555556,1.388888889,0.0555555555555556,0.316,0.0632,415.1478911,7
22141,0.473684211,1.526315789,0.0526315789473684,0.279,0.0558,415.1843232,6
3025,0.260869565,1.260869565,0.0434782608695652,0.264,0.0528,415.199414,10
17530,0.75,1.1875,0.0625,0.375,0.125,417.0907643,8
21057,0.45,0.95,0.05,0.36,0.12,417.105987,12
22150,0.647058824,1.352941176,0.0588235294117647,0.339,0.113,417.1271479,7
22152,0.380952381,1.095238095,0.0476190476190476,0.323,0.107666667,417.1423501,11
22153,0.555555556,1.5,0.0555555555555556,0.302,0.100666667,417.1635645,6
19826,0.318181818,1.227272727,0.0454545454545455,0.287,0.095666667,417.1787037,10
15832,0.473684211,1.631578947,0.0526315789473684,0.266,0.088666667,417.1998327,5
5750,0.260869565,1.347826087,0.0434782608695652,0.251,0.083666667,417.2151031,9
19830,0.526315789,0.894736842,0.0526315789473684,0.383,0.383,419.0852802,12
17547,0.75,1.3125,0.0625,0.361,0.361,419.1065127,7
22163,0.45,1.05,0.05,0.346,0.346,419.1215672,11
17477,0.647058824,1.470588235,0.0588235294117647,0.325,0.325,419.1428109,6
22165,0.380952381,1.19047619,0.0476190476190476,0.31,0.31,419.1579377,10
17459,0.555555556,1.611111111,0.0555555555555556,0.289,0.289,419.1792398,5
19834,0.318181818,1.318181818,0.0454545454545455,0.274,0.274,419.1944005,9
10845,0.260869565,1.434782609,0.0434782608695652,0.237,0.237,419.2308975,8
17293,0.611111111,0.833333333,0.0555555555555556,0.406,0.031230769,421.0644772,12
9259,0.866666667,1.266666667,0.0666666666666667,0.385,0.029615385,421.085674,7
22172,0.526315789,1,0.0526315789473684,0.369,0.028384615,421.1008679,11
16678,0.75,1.4375,0.0625,0.348,0.026769231,421.1222671,6
22174,0.45,1.15,0.05,0.333,0.025615385,421.1372969,10
16058,0.647058824,1.588235294,0.0588235294117647,0.312,0.024,421.1586423,5
22176,0.380952381,1.285714286,0.0476190476190476,0.297,0.022846154,421.1736863,9
15531,0.555555556,1.722222222,0.0555555555555556,0.275,0.021153846,421.1949393,4
21063,0.318181818,1.409090909,0.0454545454545455,0.26,0.02,421.2100437,8
19837,0.611111111,0.944444444,0.0555555555555556,0.392,0.035636364,423.080149,11
22185,0.526315789,1.105263158,0.0526315789473684,0.356,0.032363636,423.1165317,10
12595,0.75,1.5625,0.0625,0.335,0.030454545,423.137972,5
22187,0.45,1.25,0.05,0.32,0.029090909,423.1529036,9
22189,0.380952381,1.380952381,0.0476190476190476,0.283,0.025727273,423.1892323,8
11152,0.318181818,1.5,0.0454545454545455,0.247,0.022454545,423.2256664,7
19841,0.611111111,1.055555556,0.0555555555555556,0.379,0.042111111,425.0957736,10
22196,0.526315789,1.210526316,0.0526315789473684,0.343,0.038111111,425.1321695,9
22198,0.45,1.35,0.05,0.306,0.034,425.1685153,8
21064,0.380952381,1.476190476,0.0476190476190476,0.27,0.03,425.2049034,7
11085,0.705882353,1,0.0588235294117647,0.402,0.057428571,427.0750255,10
22205,0.611111111,1.166666667,0.0555555555555556,0.366,0.052285714,427.1113989,9
22207,0.526315789,1.315789474,0.0526315789473684,0.329,0.047,427.1478276,8
22209,0.45,1.45,0.05,0.293,0.041857143,427.1843026,7
16968,0.380952381,1.571428571,0.0476190476190476,0.256,0.036571429,427.2206384,6
18761,0.705882353,1.117647059,0.0588235294117647,0.388,0.0776,429.090785,9
10769,0.428571429,0.904761905,0.0476190476190476,0.373,0.0746,429.1060934,13
22215,0.611111111,1.277777778,0.0555555555555556,0.352,0.0704,429.1271314,8
5965,0.363636364,1.045454545,0.0454545454545455,0.337,0.0674,429.1424889,12
22217,0.526315789,1.421052632,0.0526315789473684,0.316,0.0632,429.1634491,7
18003,0.45,1.55,0.05,0.279,0.0558,429.1998565,6
10970,0.5,0.85,0.05,0.396,0.132,431.0853105,13
22229,0.705882353,1.235294118,0.0588235294117647,0.375,0.125,431.1063869,8
21066,0.428571429,1,0.0476190476190476,0.36,0.12,431.121597,12
22231,0.611111111,1.388888889,0.0555555555555556,0.339,0.113,431.1427164,7
19849,0.363636364,1.136363636,0.0454545454545455,0.323,0.107666667,431.1579542,11
22233,0.526315789,1.526315789,0.0526315789473684,0.302,0.100666667,431.179184,6
18950,0.304347826,1.260869565,0.0434782608695652,0.287,0.095666667,431.1943989,10
15581,0.45,1.65,0.05,0.266,0.088666667,431.2155117,5
13175,0.578947368,0.789473684,0.0526315789473684,0.419,0.419,433.0645077,13
15940,0.8125,1.1875,0.0625,0.398,0.398,433.0857039,8
19853,0.5,0.95,0.05,0.383,0.383,433.1008749,12
17593,0.705882353,1.352941176,0.0588235294117647,0.362,0.362,433.1220704,7
22242,0.428571429,1.095238095,0.0476190476190476,0.346,0.346,433.1372032,11
17508,0.611111111,1.5,0.0555555555555556,0.325,0.325,433.1584861,6
22244,0.363636364,1.227272727,0.0454545454545455,0.31,0.31,433.17363,10
16845,0.526315789,1.631578947,0.0526315789473684,0.289,0.289,433.1949598,5
19857,0.304347826,1.347826087,0.0434782608695652,0.274,0.274,433.2100825,9
19861,0.578947368,0.894736842,0.0526315789473684,0.406,0.031230769,435.0801746,12
13054,0.8125,1.3125,0.0625,0.384,0.029538462,435.101387,7
22250,0.5,1.05,0.05,0.369,0.028384615,435.1165214,11
16513,0.705882353,1.470588235,0.0588235294117647,0.348,0.026769231,435.137876,6
22252,0.428571429,1.19047619,0.0476190476190476,0.333,0.025615385,435.1528315,10
15890,0.611111111,1.611111111,0.0555555555555556,0.312,0.024,435.1741606,5
22254,0.363636364,1.318181818,0.0454545454545455,0.297,0.022846154,435.1892876,9
18667,0.304347826,1.434782609,0.0434782608695652,0.26,0.02,435.225766,8
19866,0.578947368,1,0.0526315789473684,0.392,0.035636364,437.0957702,11
22261,0.5,1.15,0.05,0.356,0.032363636,437.1322014,10
22263,0.428571429,1.285714286,0.0476190476190476,0.32,0.029090909,437.1685819,9
22265,0.363636364,1.409090909,0.0454545454545455,0.283,0.025727273,437.2049718,8
17003,0.666666667,0.944444444,0.0555555555555556,0.415,0.046111111,439.0751611,11
22273,0.578947368,1.105263158,0.0526315789473684,0.379,0.042111111,439.1114517,10
22275,0.5,1.25,0.05,0.343,0.038111111,439.1478122,9
22277,0.428571429,1.380952381,0.0476190476190476,0.306,0.034,439.1842121,8
17926,0.363636364,1.5,0.0454545454545455,0.27,0.03,439.2206951,7
19870,0.666666667,1.055555556,0.0555555555555556,0.402,0.057428571,441.0907684,10
22285,0.578947368,1.210526316,0.0526315789473684,0.365,0.052142857,441.1271051,9
22287,0.5,1.35,0.05,0.329,0.047,441.1635111,8
22289,0.428571429,1.476190476,0.0476190476190476,0.293,0.041857143,441.1999606,7
15532,0.363636364,1.590909091,0.0454545454545455,0.256,0.036571429,441.2364177,6
22296,0.578947368,1.315789474,0.0526315789473684,0.352,0.0704,443.1427825,8
2091,0.347826087,1.086956522,0.0434782608695652,0.337,0.0674,443.157996,12
22298,0.5,1.45,0.05,0.316,0.0632,443.1792315,7
17725,0.428571429,1.571428571,0.0476190476190476,0.279,0.0558,443.215672,6
13279,0.764705882,1.117647059,0.0588235294117647,0.411,0.137,445.0857746,9
14443,0.476190476,0.904761905,0.0476190476190476,0.396,0.132,445.1010443,13
22303,0.666666667,1.277777778,0.0555555555555556,0.375,0.125,445.1221069,8
22305,0.578947368,1.421052632,0.0526315789473684,0.339,0.113,445.1584883,7
19879,0.347826087,1.173913043,0.0434782608695652,0.323,0.107666667,445.1736634,11
21078,0.5,1.55,0.05,0.302,0.100666667,445.1949496,6
6597,0.291666667,1.291666667,0.0416666666666667,0.287,0.095666667,445.210098,10
15533,0.428571429,1.666666667,0.0476190476190476,0.266,0.088666667,445.2313143,5
14301,0.55,0.85,0.05,0.419,0.419,447.0802938,13
17398,0.764705882,1.235294118,0.0588235294117647,0.398,0.398,447.1015265,8
21081,0.476190476,1,0.0476190476190476,0.383,0.383,447.1167054,12
17739,0.666666667,1.388888889,0.0555555555555556,0.361,0.361,447.137927,7
22314,0.409090909,1.136363636,0.0454545454545455,0.346,0.346,447.1530133,11
17524,0.578947368,1.526315789,0.0526315789473684,0.325,0.325,447.1742511,6
21084,0.347826087,1.260869565,0.0434782608695652,0.31,0.31,447.1893063,10
18005,0.291666667,1.375,0.0416666666666667,0.274,0.274,447.2256879,9
19888,0.55,0.95,0.05,0.406,0.031230769,449.0958819,12
16984,0.764705882,1.352941176,0.0588235294117647,0.384,0.029538462,449.1171434,7
22320,0.476190476,1.095238095,0.0476190476190476,0.369,0.028384615,449.1321745,11
16831,0.666666667,1.5,0.0555555555555556,0.348,0.026769231,449.1536854,6
22322,0.409090909,1.227272727,0.0454545454545455,0.333,0.025615385,449.1686067,10
16194,0.578947368,1.631578947,0.0526315789473684,0.312,0.024,449.1899799,5
21088,0.347826087,1.347826087,0.0434782608695652,0.297,0.022846154,449.205068,9
13902,0.291666667,1.458333333,0.0416666666666667,0.26,0.02,449.2414476,8
13681,0.631578947,0.894736842,0.0526315789473684,0.429,0.039,451.0750469,12
22329,0.55,1.05,0.05,0.392,0.035636364,451.1114687,11
8460,0.764705882,1.470588235,0.0588235294117647,0.371,0.033727273,451.1329135,6
22331,0.476190476,1.19047619,0.0476190476190476,0.356,0.032363636,451.1478812,10
22333,0.409090909,1.318181818,0.0454545454545455,0.319,0.029,451.1843143,9
19897,0.347826087,1.434782609,0.0434782608695652,0.283,0.025727273,451.2206568,8
19898,0.631578947,1,0.0526315789473684,0.415,0.046111111,453.0907267,11
22341,0.55,1.15,0.05,0.379,0.042111111,453.1271382,10
22343,0.476190476,1.285714286,0.0476190476190476,0.342,0.038,453.1635222,9
22345,0.409090909,1.409090909,0.0454545454545455,0.306,0.034,453.1998816,8
16679,0.347826087,1.52173913,0.0434782608695652,0.27,0.03,453.2362538,7
19902,0.631578947,1.105263158,0.0526315789473684,0.402,0.057428571,455.1063389,10
22352,0.55,1.25,0.05,0.365,0.052142857,455.1427664,9
22354,0.476190476,1.380952381,0.0476190476190476,0.329,0.047,455.1791977,8
21091,0.409090909,1.5,0.0454545454545455,0.293,0.041857143,455.2155592,7
17082,0.722222222,1.055555556,0.0555555555555556,0.425,0.085,457.0856364,10
22362,0.631578947,1.210526316,0.0526315789473684,0.388,0.0776,457.1219531,9
22364,0.55,1.35,0.05,0.352,0.0704,457.158363,8
22366,0.476190476,1.476190476,0.0476190476190476,0.316,0.0632,457.1948574,7
16060,0.409090909,1.590909091,0.0454545454545455,0.279,0.0558,457.2312985,6
18671,0.722222222,1.166666667,0.0555555555555556,0.411,0.137,459.1014431,9
11922,0.454545455,0.954545455,0.0454545454545455,0.396,0.132,459.1167445,13
22374,0.631578947,1.315789474,0.0526315789473684,0.375,0.125,459.1377895,8
21092,0.391304348,1.086956522,0.0434782608695652,0.36,0.12,459.1529835,12
22376,0.55,1.45,0.05,0.339,0.113,459.1741034,7
15070,0.333333333,1.208333333,0.0416666666666667,0.323,0.107666667,459.1892396,11
16795,0.476190476,1.571428571,0.0476190476190476,0.302,0.100666667,459.2104231,6
8466,0.6,0.75,0.05,0.455,0.455,461.059576,14
15143,0.523809524,0.904761905,0.0476190476190476,0.419,0.419,461.0959052,13
17668,0.722222222,1.277777778,0.0555555555555556,0.398,0.398,461.1170502,8
19912,0.454545455,1.045454545,0.0454545454545455,0.383,0.383,461.1321678,12
18053,0.631578947,1.421052632,0.0526315789473684,0.361,0.361,461.1534775,7
21095,0.391304348,1.173913043,0.0434782608695652,0.346,0.346,461.1686011,11
17595,0.55,1.55,0.05,0.325,0.325,461.1899583,6
19916,0.333333333,1.291666667,0.0416666666666667,0.31,0.31,461.2050738,10
15737,0.476190476,1.666666667,0.0476190476190476,0.289,0.289,461.226377,5
6106,0.28,1.4,0.04,0.274,0.274,461.2414345,9
17127,0.6,0.85,0.05,0.442,0.034,463.0749944,13
9270,0.823529412,1.235294118,0.0588235294117647,0.421,0.032384615,463.09637,8
19921,0.523809524,1,0.0476190476190476,0.406,0.031230769,463.1114791,12
22388,0.454545455,1.136363636,0.0454545454545455,0.369,0.028384615,463.1479101,11
16724,0.631578947,1.526315789,0.0526315789473684,0.348,0.026769231,463.1694184,6
22390,0.391304348,1.260869565,0.0434782608695652,0.333,0.025615385,463.1843343,10
15738,0.55,1.65,0.05,0.312,0.024,463.205664,5
19925,0.333333333,1.375,0.0416666666666667,0.297,0.022846154,463.2207082,9
19927,0.6,0.95,0.05,0.429,0.039,465.0907375,12
22396,0.523809524,1.095238095,0.0476190476190476,0.392,0.035636364,465.1271167,11
9272,0.722222222,1.5,0.0555555555555556,0.371,0.033727273,465.148656,6
22398,0.454545455,1.227272727,0.0454545454545455,0.356,0.032363636,465.1634988,10
8470,0.631578947,1.631578947,0.0526315789473684,0.334,0.030363636,465.185016,5
22400,0.391304348,1.347826087,0.0434782608695652,0.32,0.029090909,465.1998456,9
17461,0.333333333,1.458333333,0.0416666666666667,0.283,0.025727273,465.2361731,8
19932,0.6,1.05,0.05,0.415,0.046111111,467.1064061,11
22407,0.523809524,1.19047619,0.0476190476190476,0.379,0.042111111,467.1427747,10
22409,0.454545455,1.318181818,0.0454545454545455,0.343,0.038111111,467.1791317,9
22411,0.391304348,1.434782609,0.0434782608695652,0.306,0.034,467.2154815,8
18006,0.684210526,1,0.0526315789473684,0.438,0.062571429,469.0856865,11
22417,0.6,1.15,0.05,0.402,0.057428571,469.1220023,10
22419,0.523809524,1.285714286,0.0476190476190476,0.365,0.052142857,469.1583771,9
22421,0.454545455,1.409090909,0.0454545454545455,0.329,0.047,469.1948374,8
17989,0.391304348,1.52173913,0.0434782608695652,0.293,0.041857143,469.2312077,7
19934,0.684210526,1.105263158,0.0526315789473684,0.425,0.085,471.1013533,10
22429,0.6,1.25,0.05,0.388,0.0776,471.1376213,9
22431,0.523809524,1.380952381,0.0476190476190476,0.352,0.0704,471.1739637,8
22433,0.454545455,1.5,0.0454545454545455,0.316,0.0632,471.2104312,7
22439,0.684210526,1.210526316,0.0526315789473684,0.411,0.137,473.1169784,9
11868,0.434782609,1,0.0434782608695652,0.396,0.132,473.1324201,13
22440,0.6,1.35,0.05,0.375,0.125,473.1533792,8
18351,0.375,1.125,0.0416666666666667,0.36,0.12,473.1686669,12
22442,0.523809524,1.476190476,0.0476190476190476,0.339,0.113,473.1897981,7
6703,0.32,1.24,0.04,0.323,0.107666667,473.2049724,11
16570,0.454545455,1.590909091,0.0454545454545455,0.302,0.100666667,473.2261365,6
3931,0.571428571,0.80952381,0.0476190476190476,0.455,0.455,475.0751285,14
19944,0.5,0.954545455,0.0454545454545455,0.419,0.419,475.1116165,13
21107,0.434782609,1.086956522,0.0434782608695652,0.383,0.383,475.1479188,12
18253,0.6,1.45,0.05,0.361,0.361,475.1691883,7
19946,0.375,1.208333333,0.0416666666666667,0.346,0.346,475.184251,11
17462,0.523809524,1.571428571,0.0476190476190476,0.325,0.325,475.2055307,6
19949,0.32,1.32,0.04,0.31,0.31,475.2206423,10
19955,0.571428571,0.904761905,0.0476190476190476,0.442,0.034,477.0908164,13
21110,0.5,1.045454545,0.0454545454545455,0.406,0.031230769,477.1271023,12
17067,0.684210526,1.421052632,0.0526315789473684,0.384,0.029538462,477.148654,7
22455,0.434782609,1.173913043,0.0434782608695652,0.369,0.028384615,477.1634101,11
16879,0.6,1.55,0.05,0.348,0.026769231,477.1849029,6
22457,0.375,1.291666667,0.0416666666666667,0.333,0.025615385,477.1997598,10
15583,0.523809524,1.666666667,0.0476190476190476,0.312,0.024,477.2212217,5
18614,0.32,1.4,0.04,0.297,0.022846154,477.236193,9
10144,0.65,0.85,0.05,0.465,0.042272727,479.070026,13
19962,0.571428571,1,0.0476190476190476,0.429,0.039,479.1064009,12
22464,0.5,1.136363636,0.0454545454545455,0.392,0.035636364,479.1426839,11
9279,0.684210526,1.526315789,0.0526315789473684,0.371,0.033727273,479.164174,6
22466,0.434782609,1.260869565,0.0434782608695652,0.356,0.032363636,479.1790774,10
15535,0.6,1.65,0.05,0.335,0.030454545,479.2005643,5
21111,0.375,1.375,0.0416666666666667,0.32,0.029090909,479.2155314,9
5153,0.32,1.48,0.04,0.283,0.025727273,479.2519373,8
18124,0.65,0.95,0.05,0.451,0.050111111,481.0856934,12
22473,0.571428571,1.095238095,0.0476190476190476,0.415,0.046111111,481.1220162,11
22475,0.5,1.227272727,0.0454545454545455,0.379,0.042111111,481.1583058,10
22477,0.434782609,1.347826087,0.0434782608695652,0.343,0.038111111,481.1947244,9
18954,0.375,1.458333333,0.0416666666666667,0.306,0.034,481.231151,8
19972,0.65,1.05,0.05,0.438,0.062571429,483.1013765,11
22485,0.571428571,1.19047619,0.0476190476190476,0.402,0.057428571,483.1376869,10
22487,0.5,1.318181818,0.0454545454545455,0.366,0.052285714,483.1740042,9
22489,0.434782609,1.434782609,0.0434782608695652,0.329,0.047,483.2103368,8
2109,0.375,1.541666667,0.0416666666666667,0.293,0.041857143,483.2469385,7
19977,0.65,1.15,0.05,0.425,0.085,485.1168221,10
22495,0.571428571,1.285714286,0.0476190476190476,0.388,0.0776,485.1532806,9
22497,0.5,1.409090909,0.0454545454545455,0.352,0.0704,485.1897928,8
18435,0.434782609,1.52173913,0.0434782608695652,0.316,0.0632,485.226213,7
17047,0.736842105,1.105263158,0.0526315789473684,0.448,0.149333333,487.0962832,10
22502,0.65,1.25,0.05,0.411,0.137,487.1326467,9
22503,0.571428571,1.380952381,0.0476190476190476,0.375,0.125,487.168968,8
11911,0.36,1.16,0.04,0.36,0.12,487.1844265,12
22505,0.5,1.5,0.0454545454545455,0.339,0.113,487.205312,7
6261,0.307692308,1.269230769,0.0384615384615385,0.324,0.108,487.2205225,11
15895,0.434782609,1.608695652,0.0434782608695652,0.302,0.100666667,487.2417014,6
4422,0.545454545,0.863636364,0.0454545454545455,0.455,0.455,489.0906902,14
17463,0.736842105,1.210526316,0.0526315789473684,0.434,0.434,489.1119409,9
22511,0.65,1.35,0.05,0.398,0.398,489.1484218,8
19991,0.416666667,1.125,0.0416666666666667,0.383,0.383,489.1635517,12
18230,0.571428571,1.476190476,0.0476190476190476,0.361,0.361,489.1848386,7
19994,0.36,1.24,0.04,0.346,0.346,489.1999454,11
17128,0.5,1.590909091,0.0454545454545455,0.325,0.325,489.2213002,6
18320,0.307692308,1.346153846,0.0384615384615385,0.31,0.31,489.2363853,10
20000,0.545454545,0.954545455,0.0454545454545455,0.442,0.034,491.1064039,13
20002,0.47826087,1.086956522,0.0434782608695652,0.406,0.031230769,491.1428335,12
21119,0.416666667,1.208333333,0.0416666666666667,0.369,0.028384615,491.1791984,11
16706,0.571428571,1.571428571,0.0476190476190476,0.348,0.026769231,491.2007056,6
20005,0.36,1.32,0.04,0.333,0.025615385,491.215528,10
12406,0.5,1.681818182,0.0454545454545455,0.312,0.024,491.236906,5
14358,0.307692308,1.423076923,0.0384615384615385,0.297,0.022846154,491.2519185,9
17645,0.619047619,0.904761905,0.0476190476190476,0.465,0.042272727,493.0855035,13
20009,0.545454545,1.045454545,0.0454545454545455,0.429,0.039,493.1219938,12
8481,0.736842105,1.421052632,0.0526315789473684,0.407,0.037,493.143636,7
22522,0.47826087,1.173913043,0.0434782608695652,0.392,0.035636364,493.1583949,11
22524,0.416666667,1.291666667,0.0416666666666667,0.356,0.032363636,493.194796,10
20010,0.36,1.4,0.04,0.32,0.029090909,493.2311676,9
2116,0.307692308,1.5,0.0384615384615385,0.283,0.025727273,493.267621,8
20012,0.619047619,1,0.0476190476190476,0.451,0.050111111,495.1014241,12
22532,0.545454545,1.136363636,0.0454545454545455,0.415,0.046111111,495.1377125,11
22534,0.47826087,1.260869565,0.0434782608695652,0.379,0.042111111,495.1740295,10
22536,0.416666667,1.375,0.0416666666666667,0.343,0.038111111,495.2104191,9
17967,0.36,1.48,0.04,0.306,0.034,495.2468636,8
20017,0.619047619,1.095238095,0.0476190476190476,0.438,0.062571429,497.1169253,11
22542,0.545454545,1.227272727,0.0454545454545455,0.402,0.057428571,497.1533045,10
22544,0.47826087,1.347826087,0.0434782608695652,0.365,0.052142857,497.1896808,9
20019,0.416666667,1.458333333,0.0416666666666667,0.329,0.047,497.2259656,8
14408,0.7,1.05,0.05,0.461,0.0922,499.096105,11
22552,0.619047619,1.19047619,0.0476190476190476,0.425,0.085,499.1326219,10
22554,0.545454545,1.318181818,0.0454545454545455,0.388,0.0776,499.1690471,9
22556,0.47826087,1.434782609,0.0434782608695652,0.352,0.0704,499.2054841,8
17264,0.416666667,1.541666667,0.0416666666666667,0.316,0.0632,499.2418632,7
19168,0.7,1.15,0.05,0.448,0.149333333,501.1119436,10
11592,0.4,1.08,0.04,0.396,0.132,501.163704,13
22564,0.545454545,1.409090909,0.0454545454545455,0.375,0.125,501.1845145,8
11392,0.346153846,1.192307692,0.0384615384615385,0.36,0.12,501.1997624,12
18772,0.47826087,1.52173913,0.0434782608695652,0.339,0.113,501.2209518,7
4769,0.296296296,1.296296296,0.037037037037037,0.323,0.107666667,501.236191,11
6000,0.52173913,0.913043478,0.0434782608695652,0.455,0.455,503.1067964,14
18479,0.7,1.25,0.05,0.434,0.434,503.1277436,9
15441,0.458333333,1.041666667,0.0416666666666667,0.419,0.419,503.1429042,13
21123,0.619047619,1.380952381,0.0476190476190476,0.398,0.398,503.1641286,8
20037,0.4,1.16,0.04,0.383,0.383,503.1791674,12
17814,0.545454545,1.5,0.0454545454545455,0.361,0.361,503.2004716,7
20040,0.346153846,1.269230769,0.0384615384615385,0.346,0.346,503.2154887,11
16600,0.47826087,1.608695652,0.0434782608695652,0.325,0.325,503.2367003,6
11464,0.296296296,1.37037037,0.037037037037037,0.31,0.31,503.2519131,10
13751,0.590909091,0.863636364,0.0454545454545455,0.478,0.036769231,505.0856578,14
20047,0.52173913,1,0.0434782608695652,0.442,0.034,505.1221144,13
22574,0.458333333,1.125,0.0416666666666667,0.406,0.031230769,505.1584079,12
20051,0.4,1.24,0.04,0.369,0.028384615,505.1947372,11
16196,0.545454545,1.590909091,0.0454545454545455,0.348,0.026769231,505.2161171,6
20052,0.346153846,1.346153846,0.0384615384615385,0.333,0.025615385,505.2311265,10
15836,0.47826087,1.695652174,0.0434782608695652,0.312,0.024,505.2523285,5
5155,0.296296296,1.444444444,0.037037037037037,0.297,0.022846154,505.2675108,9
20058,0.590909091,0.954545455,0.0454545454545455,0.465,0.042272727,507.1012534,13
8485,0.789473684,1.315789474,0.0526315789473684,0.443,0.040272727,507.1228585,8
20060,0.52173913,1.086956522,0.0434782608695652,0.429,0.039,507.1375878,12
22580,0.458333333,1.208333333,0.0416666666666667,0.392,0.035636364,507.1740291,11
21129,0.4,1.32,0.04,0.356,0.032363636,507.2105304,10
20062,0.346153846,1.423076923,0.0384615384615385,0.319,0.029,507.24694,9
20065,0.590909091,1.045454545,0.0454545454545455,0.452,0.050222222,509.1169365,12
22587,0.52173913,1.173913043,0.0434782608695652,0.415,0.046111111,509.1533069,11
22589,0.458333333,1.291666667,0.0416666666666667,0.379,0.042111111,509.1896692,10
21132,0.4,1.4,0.04,0.343,0.038111111,509.2260351,9
13567,0.346153846,1.5,0.0384615384615385,0.306,0.034,509.2624868,8
18480,0.666666667,1,0.0476190476190476,0.474,0.067714286,511.0963586,12
