"ID","O_C_ratio","H_C_ratio","N_C_ratio","KMD","M_kmd_z","Neutral_Mass","DBE"
2180,0.75,1,0,0.574,0.287,600.096371,13
2936,0.1,1.3,0,0.14,0.014,298.19333,8
3023,0.2,1.04,0,0.276,0.019714286,406.17799,13
3464,0.647058824,0.705882353,0,0.4,0.028571429,392.0378193,12
3474,0.208333333,1.5,0,0.195,0.0975,404.2562443,7
3516,0.290322581,1.548387097,0,0.3,0.03,564.329656,8
3588,0.214285714,0.714285714,0,0.189,0.01575,226.0630503,10
3906,0.3,1,0,0.272,0.034,356.1259373,11
4252,0.105263158,1.157894737,0,0.153,0.01275,282.1619442,9
4533,0.290322581,1.225806452,0,0.367,0.061166667,554.2517068,13
4536,0.272727273,1.393939394,0,0.34,0.17,586.3142891,11
5105,0.235294118,1.470588235,0,0.304,0.152,586.3507124,10
5131,0.235294118,2,0,0.092,0.015333333,302.2457112,1
5917,0.24137931,1.310344828,0,0.295,0.049166667,498.2617017,11
6391,0.46875,1.0625,0,0.545,0.038928571,658.1900403,16
6508,0.324324324,1.243243243,0,0.463,0.11575,682.2988824,15
6556,0.322580645,1.225806452,0,0.39,0.0975,570.246376,13
6847,0.25,1.357142857,0,0.281,0.07025,486.2616593,10
8558,0.315789474,1.473684211,0,0.41,0.041,704.3769735,11
8571,0.724137931,1.517241379,0,0.576,0.041142857,728.236936,8
9305,0.333333333,1.666666667,0,0.297,0.07425,570.34028,6
9329,0.482758621,1.655172414,0,0.388,0.0388,620.304654,6
9373,0.75862069,1.379310345,0,0.625,0.3125,740.20164,10
9620,0.181818182,1.454545455,0,0.172,0.043,360.230141,7
9651,0.24,1.6,0,0.205,0.017083333,436.2823643,6
9665,0.24137931,1.655172414,0,0.228,0.0228,508.3399877,6
9671,0.266666667,1.666666667,0,0.25,0.03125,538.3506877,6
10073,0.382352941,1.588235294,0,0.392,0.196,670.3564923,8
10085,0.368421053,1.526315789,0,0.442,0.1105,738.3824873,10
10091,0.272727273,1.272727273,0,0.122,0.061,194.0942627,5
10760,0.105263158,1.368421053,0,0.126,0.01575,286.1933356,7
10770,0.222222222,1.481481481,0,0.231,0.1155,460.2826108,8
11059,0.289473684,1.368421053,0,0.413,0.2065,684.3509327,13
11169,0.476190476,0.857142857,0,0.39,0.0975,430.0900729,13
11261,0.294117647,1.470588235,0,0.35,0.029166667,618.3406502,10
11609,0.266666667,1.333333333,0,0.318,0.0795,528.2722634,11
11923,0.25,1.285714286,0,0.295,0.049166667,484.2459839,11
11950,0.259259259,1.333333333,0,0.281,0.07025,472.2460481,10
11971,0.217391304,1.391304348,0,0.209,0.05225,388.2248905,8
11973,0.259259259,1.259259259,0,0.295,0.049166667,470.230344,11
12061,0.3,1.333333333,0,0.341,0.1705,544.2671528,11
12116,0.263157895,1.052631579,0,0.235,0.029375,328.1309938,10
12430,0.575757576,1.575757576,0,0.529,0.13225,752.3105885,8
12575,0.909090909,1.090909091,0,0.296,0.074,304.043024,6
13061,0.56,1.6,0,0.388,0.0388,564.242204,6
13183,0.428571429,1.642857143,0,0.342,0.024428571,574.2987902,6
13250,0.342105263,1.473684211,0,0.433,0.054125,720.3717668,11
13496,0.166666667,1,0,0.126,0.01575,188.083722,7
13660,0.703703704,1.037037037,0,0.61,0.305,656.1223331,14
13726,0.653846154,0.923076923,0,0.578,0.07225,608.1014703,15
14055,0.764705882,0.941176471,0,0.419,0.069833333,428.0591221,10
14091,0.314285714,1.485714286,0,0.373,0.0373,648.3511136,10
14156,0.1875,0.875,0,0.189,0.01575,254.0943082,10
14204,0.761904762,1.238095238,0,0.474,0.0395,534.122359,9
14255,0.8,1.1,0,0.488,0.034857143,518.0907082,10
14649,0.25,1,0,0.149,0.024833333,204.0786116,7
14761,0.19047619,1.333333333,0,0.186,0.031,344.198738,8
14922,0.314285714,1.428571429,0,0.386,0.032166667,646.3353722,11
15194,0.238095238,1.142857143,0,0.235,0.029375,356.162228,10
15615,0.4,1.866666667,0,0.151,0.03775,304.1885648,2
15620,0.466666667,1.866666667,0,0.174,0.087,320.183436,2
15902,0.481481481,1.62962963,0,0.365,0.030416667,576.2786052,6
16118,0.285714286,1.642857143,0,0.251,0.031375,510.3192919,6
16257,0.421052632,1.368421053,0,0.528,0.088,764.325146,13
16300,0.53125,1.4375,0,0.511,0.042583333,702.2733118,10
16326,0.470588235,1.352941176,0,0.514,0.1285,710.2786965,12
16334,0.428571429,1.485714286,0,0.465,0.2325,712.3305176,10
16464,0.394736842,1.421052632,0,0.492,0.082,750.3456844,12
16494,0.384615385,1.435897436,0,0.492,0.082,764.3616418,12
16589,0.238095238,1.619047619,0,0.168,0.014,366.2406377,5
16646,0.666666667,1.777777778,0,0.151,0.03775,220.0946583,2
16713,0.75,1.5,0,0.165,0.0275,204.0633457,3
16729,0.75,1.75,0,0.151,0.03775,206.0790057,2
16869,0.4375,1.5625,0,0.415,0.029642857,658.3201294,8
17037,0.566666667,1.466666667,0,0.497,0.0497,676.2583011,9
17207,0.692307692,1,0,0.587,0.14675,626.1121962,14
17355,0.333333333,1.5,0,0.396,0.0495,678.3617271,10
17553,0.615384615,0.923076923,0,0.555,0.0555,592.1065293,15
17624,0.411764706,1.529411765,0,0.428,0.214,684.3357003,9
17887,0.555555556,0.888888889,0,0.182,0.013,196.0371331,6
18140,0.695652174,0.956521739,0,0.528,0.088,554.0908117,13
18174,0.620689655,1.034482759,0,0.601,0.100166667,666.1430937,15
18502,0.117647059,1.411764706,0,0.113,0.018833333,260.1776088,6
18639,0.8,1.2,0,0.237,0.0395,260.0531844,5
19160,0.416666667,1.583333333,0,0.297,0.07425,486.2463991,6
19458,0.2,1.066666667,0,0.163,0.020375,244.1099454,8
19460,0.384615385,0.769230769,0,0.222,0.037,246.0528114,9
19615,0.166666667,1.444444444,0,0.136,0.034,290.1881901,6
19760,0.25,1.6,0,0.168,0.014,352.2250616,5
20502,0.466666667,1.533333333,0,0.415,0.029642857,630.2886769,8
20511,0.323529412,1.411764706,0,0.387,0.03225,632.3193779,11
20549,0.5,1.466666667,0,0.451,0.032214286,644.2680162,9
20628,0.46875,1.3125,0,0.492,0.082,666.2521707,12
20644,0.411764706,1.176470588,0,0.509,0.036357143,672.2418499,15
21056,0.428571429,0.952380952,0,0.354,0.0885,416.1107311,12
21258,0.433333333,1.466666667,0,0.406,0.1015,612.2779647,9
21448,0.235294118,1.529411765,0,0.145,0.010357143,294.1830987,5
21839,0.529411765,1.058823529,0,0.314,0.026166667,366.0952066,9
21904,0.285714286,1.333333333,0,0.232,0.116,376.1885425,8
21976,0.4,1,0,0.318,0.0795,388.1157241,11
22063,0.318181818,1.181818182,0,0.281,0.07025,402.1677865,10
22156,0.705882353,1.294117647,0,0.356,0.178,418.1111694,7
22284,0.347826087,1.565217391,0,0.251,0.031375,440.2410105,6
22509,0.545454545,1.454545455,0,0.356,0.178,488.1891093,7
13140,0.714285714,1.142857143,0,0.155,0.0155,172.0371502,4
15745,0.5,1.5,0,0.119,0.0119,172.0734896,3
12134,0.5,1.75,0,0.105,0.013125,174.089196,2
12863,0.181818182,1.090909091,0,0.113,0.018833333,176.0836585,6
10438,0.3,1,0,0.136,0.034,178.0629253,6
13469,0.181818182,1.272727273,0,0.1,0.025,178.0993092,5
12626,0.444444444,0.888888889,0,0.159,0.0795,180.042196,6
17804,0.3,1.2,0,0.122,0.061,180.0785955,5
16694,0.181818182,1.454545455,0,0.086,0.043,180.1149992,4
18340,0.444444444,1.111111111,0,0.145,0.010357143,182.0578642,5
17011,0.3,1.4,0,0.109,0.007785714,182.0942508,4
7066,0.181818182,1.636363636,0,0.073,0.005214286,182.1306385,3
16761,0.625,1,0,0.168,0.014,184.0371563,5
18629,0.444444444,1.333333333,0,0.132,0.011,184.0735152,4
16161,0.3,1.6,0,0.096,0.008,184.1098949,3
18416,0.625,1.25,0,0.155,0.0155,186.0527803,4
16917,0.444444444,1.555555556,0,0.119,0.0119,186.0891686,3
16602,0.625,1.5,0,0.142,0.01775,188.0684252,3
17147,0.444444444,1.777777778,0,0.105,0.013125,188.1048285,2
12866,0.857142857,1.428571429,0,0.165,0.0275,190.0476723,3
13574,0.272727273,0.909090909,0,0.149,0.024833333,190.0629444,7
16162,0.625,1.75,0,0.128,0.021333333,190.0840899,2
14457,0.166666667,1.166666667,0,0.113,0.018833333,190.0993305,6
16821,0.4,0.8,0,0.172,0.043,192.0422216,7
13078,0.857142857,1.714285714,0,0.151,0.03775,192.063376,2
17308,0.272727273,1.090909091,0,0.136,0.034,192.0785932,6
17920,0.166666667,1.333333333,0,0.1,0.025,192.1149914,5
7226,0.555555556,0.666666667,0,0.195,0.0975,194.021481,7
17468,0.4,1,0,0.159,0.0795,194.0578674,6
17284,0.166666667,1.5,0,0.086,0.043,194.1306429,4
13143,0.4,1.2,0,0.145,0.010357143,196.0735285,5
18134,0.272727273,1.454545455,0,0.109,0.007785714,196.1099016,4
13013,0.166666667,1.666666667,0,0.073,0.005214286,196.146286,3
7274,0.75,0.75,0,0.205,0.017083333,198.0163885,6
19305,0.555555556,1.111111111,0,0.168,0.014,198.0527874,5
19306,0.4,1.4,0,0.132,0.011,198.0891599,4
16086,0.272727273,1.636363636,0,0.096,0.008,198.1255589,3
13533,0.75,1,0,0.191,0.0191,200.0320605,5
19314,0.555555556,1.333333333,0,0.155,0.0155,200.068433,4
3978,0.153846154,0.923076923,0,0.14,0.014,200.0837027,8
16884,0.4,1.6,0,0.119,0.0119,200.1048275,3
7303,0.272727273,1.818181818,0,0.082,0.0082,200.141301,2
14925,0.166666667,2,0,0.046,0.0046,200.1775845,1
17210,0.75,1.25,0,0.178,0.02225,202.0477026,4
13144,0.25,0.833333333,0,0.163,0.020375,202.0629685,8
17732,0.555555556,1.555555556,0,0.142,0.01775,202.0840789,3
14270,0.153846154,1.076923077,0,0.126,0.01575,202.0993293,7
16522,0.4,1.8,0,0.105,0.013125,202.1204684,2
16695,0.363636364,0.727272727,0,0.186,0.031,204.0422231,8
16020,0.555555556,1.777777778,0,0.128,0.021333333,204.0997316,2
18817,0.153846154,1.230769231,0,0.113,0.018833333,204.1149936,6
13397,0.5,0.6,0,0.209,0.05225,206.0214936,8
18265,0.363636364,0.909090909,0,0.172,0.043,206.0578607,7
19334,0.25,1.166666667,0,0.136,0.034,206.0942646,6
18539,0.153846154,1.384615385,0,0.1,0.025,206.1306568,5
17761,0.5,0.8,0,0.195,0.0975,208.0371222,7
14279,0.363636364,1.090909091,0,0.159,0.0795,208.0735231,6
19340,0.25,1.333333333,0,0.122,0.061,208.109923,5
14049,0.153846154,1.538461538,0,0.086,0.043,208.1463073,4
9760,0.666666667,0.666666667,0,0.218,0.015571429,210.0164574,7
20797,0.5,1,0,0.182,0.013,210.0528004,6
18453,0.363636364,1.272727273,0,0.145,0.010357143,210.0891664,5
18589,0.25,1.5,0,0.109,0.007785714,210.1255484,4
9761,0.153846154,1.692307692,0,0.073,0.005214286,210.1619603,3
14557,0.666666667,0.888888889,0,0.205,0.017083333,212.0320469,6
20803,0.5,1.2,0,0.168,0.014,212.0684363,5
8848,0.142857143,0.857142857,0,0.153,0.01275,212.083646,9
19349,0.363636364,1.454545455,0,0.132,0.011,212.1048144,4
17329,0.25,1.666666667,0,0.096,0.008,212.1412091,3
15646,0.875,0.75,0,0.228,0.0228,214.0113204,6
19355,0.666666667,1.111111111,0,0.191,0.0191,214.047712,5
8863,0.230769231,0.769230769,0,0.176,0.0176,214.062996,9
20815,0.5,1.4,0,0.155,0.0155,214.084102,4
10941,0.142857143,1,0,0.14,0.014,214.0993807,8
17195,0.363636364,1.636363636,0,0.119,0.0119,214.1204737,3
10395,0.25,1.833333333,0,0.082,0.0082,214.1569098,2
10894,0.153846154,2,0,0.046,0.0046,214.1932436,1
9973,0.875,1,0,0.214,0.02675,216.026976,5
13016,0.333333333,0.666666667,0,0.199,0.024875,216.042215,9
19363,0.666666667,1.333333333,0,0.178,0.02225,216.0633607,4
14617,0.230769231,0.923076923,0,0.163,0.020375,216.0786057,8
17675,0.5,1.6,0,0.142,0.01775,216.0997451,3
18630,0.142857143,1.142857143,0,0.126,0.01575,216.1149861,7
16744,0.363636364,1.818181818,0,0.105,0.013125,216.1361376,2
12765,0.454545455,0.545454545,0,0.222,0.037,218.021446,9
13499,0.875,1.25,0,0.201,0.0335,218.0426185,4
17992,0.333333333,0.833333333,0,0.186,0.031,218.0578711,8
17357,0.666666667,1.555555556,0,0.165,0.0275,218.0789921,3
19367,0.230769231,1.076923077,0,0.149,0.024833333,218.0942607,7
16645,0.5,1.8,0,0.128,0.021333333,218.1153841,2
19014,0.142857143,1.285714286,0,0.113,0.018833333,218.1306585,6
5072,0.363636364,2,0,0.092,0.015333333,218.1517733,1
17242,0.454545455,0.727272727,0,0.209,0.05225,220.037149,8
20828,0.333333333,1,0,0.172,0.043,220.0735471,7
21302,0.230769231,1.230769231,0,0.136,0.034,220.1099229,6
18825,0.142857143,1.428571429,0,0.1,0.025,220.1462885,5
16163,0.6,0.6,0,0.232,0.116,222.0164021,8
19386,0.454545455,0.909090909,0,0.195,0.0975,222.0528082,7
16022,0.875,1.75,0,0.174,0.087,222.0739416,2
18341,0.333333333,1.166666667,0,0.159,0.0795,222.0891831,6
20836,0.230769231,1.384615385,0,0.122,0.061,222.1255535,5
18135,0.142857143,1.571428571,0,0.086,0.043,222.1619357,4
12240,0.777777778,0.444444444,0,0.254,0.018142857,223.9956985,8
17956,0.6,0.8,0,0.218,0.015571429,224.0320717,7
20839,0.454545455,1.090909091,0,0.182,0.013,224.0684604,6
9473,0.133333333,0.8,0,0.167,0.011928571,224.0836927,10
21303,0.333333333,1.333333333,0,0.145,0.010357143,224.1048287,5
20840,0.230769231,1.538461538,0,0.109,0.007785714,224.1411972,4
19397,0.6,1,0,0.205,0.017083333,226.0476933,6
21305,0.454545455,1.272727273,0,0.168,0.014,226.0840957,5
3992,0.133333333,0.933333333,0,0.153,0.01275,226.0993716,9
19398,0.333333333,1.5,0,0.132,0.011,226.1205037,4
16932,0.230769231,1.692307692,0,0.096,0.008,226.1568779,3
3993,0.142857143,1.857142857,0,0.059,0.004916667,226.1932416,2
13534,0.777777778,0.888888889,0,0.228,0.0228,228.0269978,6
21306,0.6,1.2,0,0.191,0.0191,228.0633573,5
10829,0.214285714,0.857142857,0,0.176,0.0176,228.078661,9
20850,0.454545455,1.454545455,0,0.155,0.0155,228.0997578,4
14590,0.133333333,1.066666667,0,0.14,0.014,228.1150035,8
17870,0.333333333,1.666666667,0,0.119,0.0119,228.1361206,3
8973,0.230769231,1.846153846,0,0.082,0.0082,228.172518,2
14983,0.142857143,2,0,0.046,0.0046,228.2089204,1
18136,0.777777778,1.111111111,0,0.214,0.02675,230.0426411,5
17769,0.307692308,0.769230769,0,0.199,0.024875,230.0578868,9
19411,0.6,1.4,0,0.178,0.02225,230.078997,4
19412,0.214285714,1,0,0.163,0.020375,230.0942484,8
18542,0.454545455,1.636363636,0,0.142,0.01775,230.1153823,3
19021,0.133333333,1.2,0,0.126,0.01575,230.1306707,7
16943,0.333333333,1.833333333,0,0.105,0.013125,230.1518146,2
3267,0.230769231,2,0,0.069,0.008625,230.188186,1
17451,0.416666667,0.666666667,0,0.222,0.037,232.0371468,9
17615,0.777777778,1.333333333,0,0.201,0.0335,232.0582821,4
21308,0.307692308,0.923076923,0,0.186,0.031,232.0735246,8
18223,0.6,1.6,0,0.165,0.0275,232.0946455,3
21309,0.214285714,1.142857143,0,0.149,0.024833333,232.1099086,7
16838,0.454545455,1.818181818,0,0.128,0.021333333,232.1310395,2
19024,0.133333333,1.333333333,0,0.113,0.018833333,232.1463231,6
13149,0.545454545,0.545454545,0,0.245,0.06125,234.0164327,9
19420,0.416666667,0.833333333,0,0.209,0.05225,234.0527975,8
16746,0.777777778,1.555555556,0,0.187,0.04675,234.0739037,3
22828,0.307692308,1.076923077,0,0.172,0.043,234.0891686,7
16747,0.6,1.8,0,0.151,0.03775,234.110305,2
20862,0.214285714,1.285714286,0,0.136,0.034,234.1255866,6
21310,0.133333333,1.466666667,0,0.1,0.025,234.1619384,5
18029,0.545454545,0.727272727,0,0.231,0.1155,236.0320631,8
21312,0.416666667,1,0,0.195,0.0975,236.0684582,7
16670,0.777777778,1.777777778,0,0.174,0.087,236.089583,2
21313,0.307692308,1.230769231,0,0.159,0.0795,236.1048325,6
21314,0.214285714,1.428571429,0,0.122,0.061,236.1412243,5
13977,0.133333333,1.6,0,0.086,0.043,236.17761,4
13208,0.7,0.6,0,0.254,0.018142857,238.0112675,8
19433,0.545454545,0.909090909,0,0.218,0.015571429,238.0477359,7
10194,0.2,0.666666667,0,0.203,0.0145,238.062937,11
21315,0.416666667,1.166666667,0,0.182,0.013,238.0840879,6
21316,0.307692308,1.384615385,0,0.145,0.010357143,238.1205117,5
7940,0.6,2.2,0,0.124,0.008857143,238.1416985,0
19434,0.214285714,1.571428571,0,0.109,0.007785714,238.1568501,4
17513,0.7,0.8,0,0.241,0.020083333,240.0269833,7
20875,0.545454545,1.090909091,0,0.205,0.017083333,240.0633835,6
10882,0.2,0.8,0,0.189,0.01575,240.0786153,10
21319,0.416666667,1.333333333,0,0.168,0.014,240.0997411,5
13638,0.125,1,0,0.153,0.01275,240.1150083,9
21320,0.307692308,1.538461538,0,0.132,0.011,240.1361537,4
13501,0.214285714,1.714285714,0,0.096,0.008,240.172504,3
3296,0.133333333,1.866666667,0,0.059,0.004916667,240.2089077,2
19447,0.7,1,0,0.228,0.0228,242.0426469,6
17331,0.285714286,0.714285714,0,0.212,0.0212,242.0578793,10
21322,0.545454545,1.272727273,0,0.191,0.0191,242.0790025,5
14881,0.2,0.933333333,0,0.176,0.0176,242.0943044,9
21323,0.416666667,1.5,0,0.155,0.0155,242.1154127,4
12098,0.125,1.125,0,0.14,0.014,242.1306524,8
18545,0.307692308,1.692307692,0,0.119,0.0119,242.1518051,3
4563,0.214285714,1.857142857,0,0.082,0.0082,242.1881789,2
14308,0.133333333,2,0,0.046,0.0046,242.2245893,1
15796,0.888888889,0.888888889,0,0.251,0.031375,244.0219027,6
13563,0.384615385,0.615384615,0,0.235,0.029375,244.0371448,10
19455,0.7,1.2,0,0.214,0.02675,244.0582878,5
19456,0.285714286,0.857142857,0,0.199,0.024875,244.07355,9
19457,0.545454545,1.454545455,0,0.178,0.02225,244.0946522,4
19037,0.416666667,1.666666667,0,0.142,0.01775,244.1310735,3
19038,0.125,1.25,0,0.126,0.01575,244.1462963,7
18241,0.307692308,1.846153846,0,0.105,0.013125,244.1674333,2
9822,0.5,0.5,0,0.258,0.043,246.016386,10
15852,0.888888889,1.111111111,0,0.237,0.0395,246.0374814,5
19461,0.7,1.4,0,0.201,0.0335,246.0739099,4
21325,0.285714286,1,0,0.186,0.031,246.0892065,8
18499,0.545454545,1.636363636,0,0.164,0.027333333,246.1103417,3
20885,0.2,1.2,0,0.149,0.024833333,246.1255578,7
16524,0.416666667,1.833333333,0,0.128,0.021333333,246.1467627,2
18711,0.125,1.375,0,0.113,0.018833333,246.161974,6
17695,0.5,0.666666667,0,0.245,0.06125,248.0320862,9
13361,0.888888889,1.333333333,0,0.224,0.056,248.0531866,4
21326,0.384615385,0.923076923,0,0.209,0.05225,248.06845,8
17102,0.7,1.6,0,0.187,0.04675,248.0896097,3
21327,0.285714286,1.142857143,0,0.172,0.043,248.1048182,7
17309,0.545454545,1.818181818,0,0.151,0.03775,248.1259476,2
20891,0.2,1.333333333,0,0.136,0.034,248.1412455,6
21328,0.125,1.5,0,0.099,0.02475,248.1776183,5
16620,0.636363636,0.545454545,0,0.268,0.134,250.011292,9
19477,0.5,0.833333333,0,0.231,0.1155,250.0477313,8
12959,0.888888889,1.555555556,0,0.21,0.105,250.0687938,3
22829,0.384615385,1.076923077,0,0.195,0.0975,250.0841362,7
16839,0.7,1.8,0,0.174,0.087,250.1052365,2
21330,0.285714286,1.285714286,0,0.159,0.0795,250.120496,6
21331,0.2,1.466666667,0,0.122,0.061,250.1568631,5
13833,0.125,1.625,0,0.086,0.043,250.1932917,4
2807,0.8,0.4,0,0.291,0.020785714,251.990514,9
17639,0.636363636,0.727272727,0,0.254,0.018142857,252.0269713,8
21335,0.5,1,0,0.218,0.015571429,252.0633949,7
6010,0.1875,0.75,0,0.203,0.0145,252.0786586,11
16266,0.888888889,1.777777778,0,0.197,0.014071429,252.0844744,2
21336,0.384615385,1.230769231,0,0.182,0.013,252.0997855,6
2808,0.117647059,0.941176471,0,0.167,0.011928571,252.115008,10
10946,0.7,2,0,0.161,0.0115,252.1209151,1
21337,0.285714286,1.428571429,0,0.145,0.010357143,252.136143,5
18594,0.2,1.6,0,0.109,0.007785714,252.1725187,4
19491,0.636363636,0.909090909,0,0.241,0.020083333,254.0426669,7
13401,0.266666667,0.666666667,0,0.226,0.018833333,254.0579425,11
21339,0.5,1.166666667,0,0.205,0.017083333,254.0790416,6
21340,0.384615385,1.384615385,0,0.168,0.014,254.1153985,5
5557,0.117647059,1.058823529,0,0.153,0.01275,254.1306874,9
21341,0.285714286,1.571428571,0,0.132,0.011,254.1517949,4
13087,0.2,1.733333333,0,0.096,0.008,254.1882096,3
14416,0.125,1.875,0,0.059,0.004916667,254.224601,2
16029,0.8,0.8,0,0.264,0.0264,256.0218704,7
12674,0.357142857,0.571428571,0,0.249,0.0249,256.0371943,11
19503,0.636363636,1.090909091,0,0.228,0.0228,256.058306,6
18154,0.266666667,0.8,0,0.212,0.0212,256.0735928,10
21343,0.5,1.333333333,0,0.191,0.0191,256.0947147,5
15166,0.1875,1,0,0.176,0.0176,256.1099261,9
21344,0.384615385,1.538461538,0,0.155,0.0155,256.1310842,4
14866,0.117647059,1.176470588,0,0.14,0.014,256.1463204,8
18088,0.285714286,1.714285714,0,0.119,0.0119,256.1674426,3
3625,0.2,1.866666667,0,0.082,0.0082,256.2037831,2
19505,0.125,2,0,0.046,0.0046,256.2402305,1
1642,0.461538462,0.461538462,0,0.272,0.034,258.0163985,11
17626,0.8,1,0,0.251,0.031375,258.0375637,6
18459,0.357142857,0.714285714,0,0.235,0.029375,258.0528383,10
21345,0.636363636,1.272727273,0,0.214,0.02675,258.0739787,5
20905,0.266666667,0.933333333,0,0.199,0.024875,258.0891911,9
21346,0.5,1.5,0,0.178,0.02225,258.1103549,4
19514,0.1875,1.125,0,0.163,0.020375,258.1255811,8
19515,0.384615385,1.692307692,0,0.142,0.01775,258.1467035,3
15092,0.117647059,1.294117647,0,0.126,0.01575,258.1619928,7
14281,0.285714286,1.857142857,0,0.105,0.013125,258.1830947,2
1645,0.2,2,0,0.069,0.008625,258.2194885,1
17103,0.461538462,0.615384615,0,0.258,0.043,260.0321169,10
21347,0.357142857,0.857142857,0,0.222,0.037,260.0684964,9
19520,0.636363636,1.454545455,0,0.201,0.0335,260.0896068,4
21348,0.266666667,1.066666667,0,0.186,0.031,260.1048469,8
18641,0.5,1.666666667,0,0.164,0.027333333,260.1260023,3
19521,0.1875,1.25,0,0.149,0.024833333,260.1412263,7
16672,0.384615385,1.846153846,0,0.128,0.021333333,260.1624027,2
10274,0.583333333,0.5,0,0.281,0.07025,262.0113696,10
19526,0.461538462,0.769230769,0,0.245,0.06125,262.0477345,9
17220,0.8,1.4,0,0.224,0.056,262.0688613,4
22830,0.357142857,1,0,0.209,0.05225,262.0841007,8
17790,0.636363636,1.636363636,0,0.187,0.04675,262.1052691,3
21349,0.266666667,1.2,0,0.172,0.043,262.1204789,7
17677,0.5,1.833333333,0,0.151,0.03775,262.1416486,2
18866,0.1875,1.375,0,0.136,0.034,262.1568757,6
1703,0.384615385,2,0,0.115,0.02875,262.1779985,1
13614,0.117647059,1.529411765,0,0.1,0.025,262.1932628,5
17602,0.583333333,0.666666667,0,0.268,0.134,264.027028,9
21352,0.461538462,0.923076923,0,0.231,0.1155,264.0634081,8
16499,0.8,1.6,0,0.21,0.105,264.0844835,3
21353,0.357142857,1.142857143,0,0.195,0.0975,264.0997858,7
16525,0.636363636,1.818181818,0,0.174,0.087,264.1209279,2
21354,0.266666667,1.333333333,0,0.159,0.0795,264.1361606,6
19535,0.1875,1.5,0,0.122,0.061,264.172519,5
8264,0.117647059,1.647058824,0,0.086,0.043,264.208931,4
13155,0.727272727,0.545454545,0,0.291,0.020785714,266.0062052,9
19539,0.583333333,0.833333333,0,0.254,0.018142857,266.0426321,8
21357,0.461538462,1.076923077,0,0.218,0.015571429,266.0790234,7
10403,0.176470588,0.823529412,0,0.203,0.0145,266.094306,11
17041,0.8,1.8,0,0.197,0.014071429,266.1001474,2
21358,0.357142857,1.285714286,0,0.182,0.013,266.1154094,6
21360,0.266666667,1.466666667,0,0.145,0.010357143,266.1518085,5
14029,0.1875,1.625,0,0.109,0.007785714,266.1882114,4
17013,0.727272727,0.727272727,0,0.277,0.023083333,268.0219091,8
16092,0.333333333,0.533333333,0,0.262,0.021833333,268.0371884,12
21365,0.583333333,1,0,0.241,0.020083333,268.0583041,7
11432,0.25,0.75,0,0.226,0.018833333,268.0736088,11
21366,0.461538462,1.230769231,0,0.205,0.017083333,268.0947127,6
11474,0.176470588,0.941176471,0,0.189,0.01575,268.1099649,10
21368,0.357142857,1.428571429,0,0.168,0.014,268.1311023,5
5082,0.111111111,1.111111111,0,0.153,0.01275,268.1463337,9
20916,0.266666667,1.6,0,0.132,0.011,268.1674813,4
13538,0.117647059,1.882352941,0,0.059,0.004916667,268.2402401,2
18642,0.727272727,0.909090909,0,0.264,0.0264,270.0375508,7
17184,0.333333333,0.666666667,0,0.249,0.0249,270.0529163,11
21371,0.583333333,1.166666667,0,0.228,0.0228,270.0739525,6
15334,0.25,0.875,0,0.212,0.0212,270.0892359,10
21373,0.461538462,1.384615385,0,0.191,0.0191,270.1103336,5
14812,0.176470588,1.058823529,0,0.176,0.0176,270.1256404,9
21374,0.357142857,1.571428571,0,0.155,0.0155,270.1467129,4
14389,0.111111111,1.222222222,0,0.14,0.014,270.1620136,8
17171,0.266666667,1.733333333,0,0.119,0.0119,270.1830855,3
11660,0.1875,1.875,0,0.082,0.0082,270.2194851,2
11948,0.117647059,2,0,0.046,0.0046,270.2558786,1
15970,0.9,0.8,0,0.287,0.035875,272.0168193,7
16749,0.428571429,0.571428571,0,0.272,0.034,272.0320783,11
19558,0.727272727,1.090909091,0,0.251,0.031375,272.0532336,6
20920,0.333333333,0.8,0,0.235,0.029375,272.068502,10
21377,0.583333333,1.333333333,0,0.214,0.02675,272.0896289,5
19559,0.25,1,0,0.199,0.024875,272.104849,9
21378,0.461538462,1.538461538,0,0.178,0.02225,272.1260135,4
19560,0.176470588,1.176470588,0,0.163,0.020375,272.1412305,8
19561,0.357142857,1.714285714,0,0.142,0.01775,272.1623832,3
14502,0.111111111,1.333333333,0,0.126,0.01575,272.1776024,7
16961,0.266666667,1.866666667,0,0.105,0.013125,272.1987627,2
11661,0.1875,2,0,0.069,0.008625,272.235159,1
3652,0.538461538,0.461538462,0,0.295,0.049166667,274.011446,11
15552,0.9,1,0,0.274,0.045666667,274.0324389,6
18883,0.428571429,0.714285714,0,0.258,0.043,274.0477874,10
19569,0.727272727,1.272727273,0,0.237,0.0395,274.0688586,5
22831,0.333333333,0.933333333,0,0.222,0.037,274.0841758,9
21379,0.583333333,1.5,0,0.201,0.0335,274.1052415,4
21380,0.25,1.125,0,0.186,0.031,274.1205487,8
19571,0.461538462,1.692307692,0,0.164,0.027333333,274.1416262,3
19572,0.176470588,1.294117647,0,0.149,0.024833333,274.1569309,7
16605,0.357142857,1.857142857,0,0.128,0.021333333,274.1779923,2
5504,0.111111111,1.444444444,0,0.113,0.018833333,274.1932972,6
3653,0.266666667,2,0,0.092,0.015333333,274.2144231,1
17707,0.538461538,0.615384615,0,0.281,0.07025,276.0269917,10
